chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016094333.1	NW_016094333.1.1089457.1089457	1089457	1089457	-	1.59E-15	3.38E-14	-27.59555848
NW_016094333.1	NW_016094333.1.1255949.1255949	1255949	1255949	-	5.00E-07	3.23E-06	-22.12180343
NW_016094333.1	NW_016094333.1.1255969.1255969	1255969	1255969	-	2.33E-14	4.33E-13	-29.98222569
NW_016094333.1	NW_016094333.1.1350970.1350970	1350970	1350970	-	7.45E-18	2.06E-16	-30.28846154
NW_016094333.1	NW_016094333.1.1430243.1430243	1430243	1430243	-	4.13E-05	0.000181196	-20.48780488
NW_016094333.1	NW_016094333.1.1483240.1483240	1483240	1483240	-	1.39E-19	4.71E-18	-35.10281858
NW_016094333.1	NW_016094333.1.1483264.1483264	1483264	1483264	-	1.04E-10	1.19E-09	-25.17145872
NW_016094333.1	NW_016094333.1.1819209.1819209	1819209	1819209	+	1.33E-14	2.54E-13	-23.43679349
NW_016094334.1	NW_016094334.1.333495.333495	333495	333495	-	1.95E-18	5.79E-17	-35.50489366
NW_016094335.1	NW_016094335.1.70292.70292	70292	70292	-	6.89E-13	1.07E-11	-24.51445835
NW_016094335.1	NW_016094335.1.1492141.1492141	1492141	1492141	+	2.26E-11	2.86E-10	-20.7486631
NW_016094336.1	NW_016094336.1.323457.323457	323457	323457	-	1.54E-13	2.61E-12	-26.70177887
NW_016094336.1	NW_016094336.1.323463.323463	323463	323463	-	1.40E-09	1.37E-08	-20.34621157
NW_016094336.1	NW_016094336.1.323496.323496	323496	323496	-	6.90E-16	1.52E-14	-22.39920358
NW_016094336.1	NW_016094336.1.576552.576552	576552	576552	-	6.00E-26	4.18E-24	-39.81900452
NW_016094336.1	NW_016094336.1.576598.576598	576598	576598	-	7.53E-09	6.59E-08	-20.94510293
NW_016094336.1	NW_016094336.1.576611.576611	576611	576611	-	2.40E-18	7.05E-17	-37.74005983
NW_016094336.1	NW_016094336.1.576627.576627	576627	576627	-	2.04E-20	7.70E-19	-36.03996936
NW_016094336.1	NW_016094336.1.594575.594575	594575	594575	+	2.16E-25	1.42E-23	-42.61290932
NW_016094336.1	NW_016094336.1.753617.753617	753617	753617	-	1.53E-09	1.49E-08	-24.33518862
NW_016094336.1	NW_016094336.1.788761.788761	788761	788761	-	6.42E-34	1.02E-31	-25.75820161
NW_016094336.1	NW_016094336.1.788789.788789	788789	788789	-	1.74E-27	1.39E-25	-23.60526809
NW_016094336.1	NW_016094336.1.837557.837557	837557	837557	+	2.87E-09	0.000000027	-22.98680924
NW_016094336.1	NW_016094336.1.837574.837574	837574	837574	+	5.40E-17	1.35E-15	-32.46187364
NW_016094336.1	NW_016094336.1.1434886.1434886	1434886	1434886	-	5.74E-13	9.01E-12	-22.61142156
NW_016094336.1	NW_016094336.1.1434912.1434912	1434912	1434912	-	4.45E-12	6.20E-11	-22.7254182
NW_016094336.1	NW_016094336.1.1434928.1434928	1434928	1434928	+	4.15E-21	1.67E-19	-37.25354582
NW_016094336.1	NW_016094336.1.1434939.1434939	1434939	1434939	+	4.42E-09	4.03E-08	-24.71764706
NW_016094336.1	NW_016094336.1.1434947.1434947	1434947	1434947	+	5.95E-11	7.05E-10	-28.29487179
NW_016094336.1	NW_016094336.1.1434959.1434959	1434959	1434959	+	3.66E-16	8.41E-15	-32.61408354
NW_016094336.1	NW_016094336.1.1434977.1434977	1434977	1434977	+	1.26E-16	3.05E-15	-30.62482409
NW_016094336.1	NW_016094336.1.1434994.1434994	1434994	1434994	+	4.21E-10	4.46E-09	-26.34207241
NW_016094336.1	NW_016094336.1.1626471.1626471	1626471	1626471	+	1.89E-05	8.95E-05	-21.52518595
NW_016094336.1	NW_016094336.1.1626475.1626475	1626475	1626475	+	3.66E-10	3.92E-09	-23.60608779
NW_016094338.1	NW_016094338.1.787078.787078	787078	787078	+	2.66E-48	1.78E-45	37.59400178
NW_016094338.1	NW_016094338.1.787108.787108	787108	787108	+	2.33E-34	3.82E-32	32.36576668
NW_016094338.1	NW_016094338.1.787141.787141	787141	787141	+	3.89E-25	2.48E-23	31.34652078
NW_016094339.1	NW_016094339.1.219985.219985	219985	219985	-	2.65E-15	5.44E-14	21.41202545
NW_016094339.1	NW_016094339.1.220018.220018	220018	220018	-	3.97E-23	2.03E-21	30.46993407
NW_016094339.1	NW_016094339.1.1742005.1742005	1742005	1742005	+	2.42E-13	3.98E-12	-24.04552437
NW_016094339.1	NW_016094339.1.1742027.1742027	1742027	1742027	+	0.000000011	9.43E-08	-23.94477715
NW_016094339.1	NW_016094339.1.1742049.1742049	1742049	1742049	+	1.08E-06	6.58E-06	-25.06609489
NW_016094339.1	NW_016094339.1.1742077.1742077	1742077	1742077	+	4.24E-13	6.79E-12	-29.55314288
NW_016094340.1	NW_016094340.1.610047.610047	610047	610047	-	7.41E-20	2.61E-18	-20.70933123
NW_016094340.1	NW_016094340.1.628997.628997	628997	628997	-	3.55E-10	3.80E-09	-21.29837851
NW_016094340.1	NW_016094340.1.1652454.1652454	1652454	1652454	+	1.04E-13	1.80E-12	-31.72179121
NW_016094341.1	NW_016094341.1.328144.328144	328144	328144	-	1.74E-19	5.81E-18	-23.6918436
NW_016094341.1	NW_016094341.1.1636130.1636130	1636130	1636130	+	1.10E-09	0.000000011	23.41628959
NW_016094341.1	NW_016094341.1.1636137.1636137	1636137	1636137	+	6.39E-09	5.66E-08	22.02484536
NW_016094343.1	NW_016094343.1.87556.87556	87556	87556	+	3.15E-17	8.10E-16	-27.92504149
NW_016094343.1	NW_016094343.1.669803.669803	669803	669803	-	5.95E-12	8.16E-11	-30.65909091
NW_016094345.1	NW_016094345.1.248942.248942	248942	248942	+	6.05E-22	2.67E-20	-36.28182616
NW_016094345.1	NW_016094345.1.1567220.1567220	1567220	1567220	-	4.33E-07	2.82E-06	-25.16290727
NW_016094345.1	NW_016094345.1.1567237.1567237	1567237	1567237	-	0.000002144	1.23E-05	-22.94353046
NW_016094345.1	NW_016094345.1.1608139.1608139	1608139	1608139	+	3.82E-26	2.73E-24	-33.33715991
NW_016094345.1	NW_016094345.1.1608176.1608176	1608176	1608176	-	0.000000008	6.95E-08	-20.07077856
NW_016094345.1	NW_016094345.1.1608183.1608183	1608183	1608183	+	4.69E-19	1.50E-17	-30.919645
NW_016094345.1	NW_016094345.1.1608184.1608184	1608184	1608184	-	1.91E-08	1.56E-07	-20.96008142
NW_016094345.1	NW_016094345.1.1608207.1608207	1608207	1608207	+	5.46E-11	6.51E-10	-21.27995483
NW_016094345.1	NW_016094345.1.1608219.1608219	1608219	1608219	-	6.61E-13	1.03E-11	-22.91558234
NW_016094346.1	NW_016094346.1.98342.98342	98342	98342	+	4.80E-13	7.63E-12	-29.77456342
NW_016094346.1	NW_016094346.1.702909.702909	702909	702909	+	1.78E-16	4.22E-15	-27.79113724
NW_016094346.1	NW_016094346.1.702941.702941	702941	702941	+	1.03E-11	1.36E-10	-25.67982456
NW_016094346.1	NW_016094346.1.702960.702960	702960	702960	+	1.16E-13	1.98E-12	-29.19323396
NW_016094346.1	NW_016094346.1.702978.702978	702978	702978	+	2.96E-11	3.68E-10	-26.64890992
NW_016094346.1	NW_016094346.1.702982.702982	702982	702982	+	7.52E-18	2.08E-16	-32.79097681
NW_016094346.1	NW_016094346.1.1131900.1131900	1131900	1131900	+	8.18E-56	8.57E-53	-37.75436422
NW_016094346.1	NW_016094346.1.1131943.1131943	1131943	1131943	+	4.24E-26	2.99E-24	-23.90168226
NW_016094347.1	NW_016094347.1.109478.109478	109478	109478	+	1.09E-10	1.25E-09	-22.71191126
NW_016094347.1	NW_016094347.1.109483.109483	109483	109483	+	3.55E-12	5.03E-11	-21.02775391
NW_016094347.1	NW_016094347.1.283349.283349	283349	283349	+	1.04E-16	2.53E-15	-33.48920583
NW_016094347.1	NW_016094347.1.283360.283360	283360	283360	+	9.78E-11	1.13E-09	-25.83199307
NW_016094347.1	NW_016094347.1.1318535.1318535	1318535	1318535	+	2.83E-42	9.49E-40	-37.75266792
NW_016094347.1	NW_016094347.1.1318554.1318554	1318554	1318554	+	4.22E-17	1.06E-15	-24.12224067
NW_016094347.1	NW_016094347.1.1318563.1318563	1318563	1318563	+	4.43E-33	6.36E-31	-32.60208855
NW_016094347.1	NW_016094347.1.1318584.1318584	1318584	1318584	+	3.96E-14	7.22E-13	-22.34274194
NW_016094347.1	NW_016094347.1.1354062.1354062	1354062	1354062	+	4.83E-12	6.69E-11	-25.78369906
NW_016094347.1	NW_016094347.1.1354080.1354080	1354080	1354080	+	3.19E-12	4.55E-11	-27.38701078
NW_016094347.1	NW_016094347.1.1354117.1354117	1354117	1354117	+	5.99E-08	4.52E-07	-22.33195212
NW_016094347.1	NW_016094347.1.1419664.1419664	1419664	1419664	-	3.51E-16	8.10E-15	-22.12712934
NW_016094347.1	NW_016094347.1.1419689.1419689	1419689	1419689	-	1.64E-17	4.36E-16	-23.00676368
NW_016094347.1	NW_016094347.1.1484065.1484065	1484065	1484065	+	1.44E-15	3.08E-14	-38.11867651
NW_016094347.1	NW_016094347.1.1484089.1484089	1484089	1484089	+	3.64E-10	3.90E-09	-28.61612195
NW_016094347.1	NW_016094347.1.1484107.1484107	1484107	1484107	+	0.000003338	1.84E-05	-24.13735991
NW_016094347.1	NW_016094347.1.1484124.1484124	1484124	1484124	+	8.16E-07	5.06E-06	-26.75462708
NW_016094347.1	NW_016094347.1.1527924.1527924	1527924	1527924	-	4.97E-07	3.21E-06	20.26697471
NW_016094347.1	NW_016094347.1.1527950.1527950	1527950	1527950	-	2.02E-12	2.97E-11	21.17588358
NW_016094347.1	NW_016094347.1.1556922.1556922	1556922	1556922	-	6.96E-10	7.13E-09	-26.77983945
NW_016094347.1	NW_016094347.1.1556925.1556925	1556925	1556925	-	9.35E-14	1.63E-12	-26.02616362
NW_016094347.1	NW_016094347.1.1556964.1556964	1556964	1556964	-	1.41E-14	2.69E-13	-29.3716094
NW_016094347.1	NW_016094347.1.1556975.1556975	1556975	1556975	-	7.02E-17	1.73E-15	-24.13219851
NW_016094348.1	NW_016094348.1.356185.356185	356185	356185	+	2.30E-15	4.79E-14	-24.9867503
NW_016094348.1	NW_016094348.1.356212.356212	356212	356212	+	1.24E-27	1.02E-25	-35.92023173
NW_016094348.1	NW_016094348.1.356256.356256	356256	356256	+	1.92E-22	9.10E-21	-32.95218202
NW_016094348.1	NW_016094348.1.584662.584662	584662	584662	-	2.28E-26	1.65E-24	-31.88792193
NW_016094348.1	NW_016094348.1.596163.596163	596163	596163	-	1.10E-11	1.44E-10	-21.90837131
NW_016094348.1	NW_016094348.1.686282.686282	686282	686282	-	8.57E-08	6.29E-07	-25.39509537
NW_016094348.1	NW_016094348.1.906968.906968	906968	906968	+	2.19E-07	1.51E-06	-20.27891156
NW_016094348.1	NW_016094348.1.906981.906981	906981	906981	+	1.53E-07	1.08E-06	-20.27801608
NW_016094348.1	NW_016094348.1.906983.906983	906983	906983	+	2.67E-08	0.000000213	-21.27554519
NW_016094349.1	NW_016094349.1.710980.710980	710980	710980	+	2.50E-12	3.62E-11	-24.01621807
NW_016094349.1	NW_016094349.1.711013.711013	711013	711013	+	1.15E-08	9.77E-08	-23.23807184
NW_016094349.1	NW_016094349.1.711047.711047	711047	711047	+	5.14E-08	3.92E-07	-22.93782923
NW_016094349.1	NW_016094349.1.755859.755859	755859	755859	-	2.94E-32	3.98E-30	-34.92306512
NW_016094349.1	NW_016094349.1.755862.755862	755862	755862	-	2.78E-37	6.38E-35	-41.61633355
NW_016094349.1	NW_016094349.1.755875.755875	755875	755875	-	1.38E-29	1.44E-27	-39.22181304
NW_016094349.1	NW_016094349.1.755897.755897	755897	755897	-	3.98E-23	2.04E-21	-24.37521938
NW_016094349.1	NW_016094349.1.755907.755907	755907	755907	-	1.19E-19	4.06E-18	-26.75892816
NW_016094349.1	NW_016094349.1.755926.755926	755926	755926	-	8.91E-25	5.53E-23	-23.46994873
NW_016094349.1	NW_016094349.1.759630.759630	759630	759630	+	4.32E-08	3.34E-07	22.17987272
NW_016094349.1	NW_016094349.1.759638.759638	759638	759638	+	1.57E-07	1.11E-06	21.53015713
NW_016094349.1	NW_016094349.1.776284.776284	776284	776284	-	1.47E-07	1.04E-06	-22.09488825
NW_016094349.1	NW_016094349.1.947791.947791	947791	947791	+	5.29E-10	5.53E-09	-22.35977445
NW_016094350.1	NW_016094350.1.457679.457679	457679	457679	+	3.22E-25	2.07E-23	-35.030104
NW_016094350.1	NW_016094350.1.457701.457701	457701	457701	+	3.45E-26	2.47E-24	-36.11069965
NW_016094350.1	NW_016094350.1.457704.457704	457704	457704	+	3.43E-29	3.39E-27	-38.68636118
NW_016094350.1	NW_016094350.1.457731.457731	457731	457731	+	4.64E-12	6.45E-11	-30.41958042
NW_016094350.1	NW_016094350.1.457750.457750	457750	457750	+	9.38E-16	2.04E-14	-30.19348709
NW_016094350.1	NW_016094350.1.600283.600283	600283	600283	+	5.37E-06	2.84E-05	-20.36419731
NW_016094350.1	NW_016094350.1.600333.600333	600333	600333	+	2.34E-12	3.41E-11	-33.9074781
NW_016094350.1	NW_016094350.1.600356.600356	600356	600356	+	2.80E-13	4.57E-12	-35.15384615
NW_016094350.1	NW_016094350.1.788887.788887	788887	788887	-	9.42E-12	1.25E-10	29.16993772
NW_016094351.1	NW_016094351.1.248929.248929	248929	248929	-	5.68E-14	1.02E-12	-20.14027066
NW_016094351.1	NW_016094351.1.248941.248941	248941	248941	-	1.88E-11	2.39E-10	-22.68234579
NW_016094351.1	NW_016094351.1.266760.266760	266760	266760	-	3.84E-07	2.53E-06	-21.08148893
NW_016094351.1	NW_016094351.1.485085.485085	485085	485085	+	1.52E-13	2.57E-12	-20.69229856
NW_016094351.1	NW_016094351.1.485123.485123	485123	485123	+	2.64E-15	5.44E-14	-21.36970173
NW_016094352.1	NW_016094352.1.1382357.1382357	1382357	1382357	-	2.92E-12	4.19E-11	-21.22136111
NW_016094352.1	NW_016094352.1.1416488.1416488	1416488	1416488	+	6.85E-21	2.68E-19	-26.22442038
NW_016094353.1	NW_016094353.1.49525.49525	49525	49525	+	1.02E-10	1.17E-09	-27.25127394
NW_016094353.1	NW_016094353.1.249399.249399	249399	249399	-	1.13E-20	4.36E-19	-32.47834017
NW_016094353.1	NW_016094353.1.249424.249424	249424	249424	-	1.91E-25	1.27E-23	-32.77809147
NW_016094353.1	NW_016094353.1.493020.493020	493020	493020	-	5.28E-20	1.88E-18	-30.80298989
NW_016094353.1	NW_016094353.1.545624.545624	545624	545624	+	1.38E-09	1.36E-08	20.09391646
NW_016094353.1	NW_016094353.1.615509.615509	615509	615509	+	3.02E-13	4.92E-12	-20.28987391
NW_016094354.1	NW_016094354.1.875944.875944	875944	875944	+	1.55E-26	1.14E-24	-34.72326313
NW_016094354.1	NW_016094354.1.875966.875966	875966	875966	+	8.45E-13	1.30E-11	-22.18633175
NW_016094354.1	NW_016094354.1.875971.875971	875971	875971	+	7.15E-14	1.26E-12	-23.66597367
NW_016094355.1	NW_016094355.1.691862.691862	691862	691862	+	1.62E-19	5.45E-18	-27.78308048
NW_016094355.1	NW_016094355.1.691887.691887	691887	691887	+	5.42E-17	1.35E-15	-27.44524778
NW_016094355.1	NW_016094355.1.691890.691890	691890	691890	+	7.72E-16	1.70E-14	-27.09578916
NW_016094355.1	NW_016094355.1.691903.691903	691903	691903	+	1.73E-18	5.18E-17	-30.79727759
NW_016094355.1	NW_016094355.1.823854.823854	823854	823854	-	6.04E-08	4.55E-07	-25.79038058
NW_016094355.1	NW_016094355.1.823880.823880	823880	823880	-	2.59E-11	3.24E-10	-32.19892862
NW_016094356.1	NW_016094356.1.220143.220143	220143	220143	+	4.19E-12	5.86E-11	-24.5348219
NW_016094356.1	NW_016094356.1.220213.220213	220213	220213	+	1.37E-09	1.35E-08	-22.32793522
NW_016094356.1	NW_016094356.1.668852.668852	668852	668852	-	1.90E-16	4.50E-15	-30.3590488
NW_016094356.1	NW_016094356.1.668855.668855	668855	668855	-	3.12E-14	5.77E-13	-32.31813435
NW_016094356.1	NW_016094356.1.668863.668863	668863	668863	-	9.89E-11	1.14E-09	-28.85512546
NW_016094356.1	NW_016094356.1.668874.668874	668874	668874	-	1.91E-17	5.05E-16	-30.52979312
NW_016094356.1	NW_016094356.1.669019.669019	669019	669019	-	9.94E-15	1.92E-13	-26.47763022
NW_016094356.1	NW_016094356.1.968753.968753	968753	968753	+	4.84E-12	6.70E-11	-21.750341
NW_016094356.1	NW_016094356.1.1333952.1333952	1333952	1333952	+	1.87E-06	1.09E-05	-20.63743157
NW_016094357.1	NW_016094357.1.8905.8905	8905	8905	-	1.54E-08	1.27E-07	-21.9066875
NW_016094357.1	NW_016094357.1.8943.8943	8943	8943	-	2.53E-12	3.66E-11	-24.62537326
NW_016094357.1	NW_016094357.1.8972.8972	8972	8972	-	7.33E-13	1.14E-11	-26.59470369
NW_016094357.1	NW_016094357.1.209535.209535	209535	209535	+	2.12E-10	2.34E-09	-21.10745614
NW_016094357.1	NW_016094357.1.253569.253569	253569	253569	+	6.42E-12	8.76E-11	-20.75596322
NW_016094357.1	NW_016094357.1.253614.253614	253614	253614	+	1.49E-11	1.93E-10	-32.13883926
NW_016094357.1	NW_016094357.1.253626.253626	253626	253626	+	1.27E-10	1.45E-09	-28.06550284
NW_016094357.1	NW_016094357.1.255913.255913	255913	255913	+	3.70E-20	1.34E-18	-22.39487197
NW_016094357.1	NW_016094357.1.255943.255943	255943	255943	+	9.15E-20	3.18E-18	-24.13985207
NW_016094357.1	NW_016094357.1.255978.255978	255978	255978	+	2.23E-16	5.25E-15	-20.45454545
NW_016094357.1	NW_016094357.1.257549.257549	257549	257549	+	2.42E-11	3.05E-10	20.70626003
NW_016094357.1	NW_016094357.1.257600.257600	257600	257600	+	8.02E-06	4.10E-05	20.51710207
NW_016094357.1	NW_016094357.1.257604.257604	257604	257604	+	1.94E-11	2.47E-10	26.01715016
NW_016094358.1	NW_016094358.1.146418.146418	146418	146418	+	4.70E-12	6.53E-11	-21.00739256
NW_016094358.1	NW_016094358.1.146451.146451	146451	146451	+	1.25E-11	1.62E-10	-24.19513079
NW_016094359.1	NW_016094359.1.104064.104064	104064	104064	+	6.25E-15	1.23E-13	-21.62583962
NW_016094359.1	NW_016094359.1.111398.111398	111398	111398	-	2.38E-11	2.99E-10	-26.14255899
NW_016094360.1	NW_016094360.1.161452.161452	161452	161452	-	2.82E-09	2.65E-08	-21.94239217
NW_016094360.1	NW_016094360.1.689623.689623	689623	689623	-	8.06E-38	1.92E-35	-40.2277568
NW_016094360.1	NW_016094360.1.900779.900779	900779	900779	+	1.83E-43	7.13E-41	-41.37356068
NW_016094360.1	NW_016094360.1.900798.900798	900798	900798	+	1.26E-35	2.43E-33	-37.29832423
NW_016094361.1	NW_016094361.1.156782.156782	156782	156782	-	3.13E-20	1.15E-18	-33.42749529
NW_016094361.1	NW_016094361.1.265323.265323	265323	265323	-	2.57E-08	2.06E-07	-21.3986014
NW_016094361.1	NW_016094361.1.542327.542327	542327	542327	+	2.59E-27	2.05E-25	-37.59318731
NW_016094361.1	NW_016094361.1.542343.542343	542343	542343	+	6.56E-22	2.88E-20	-36.38403366
NW_016094361.1	NW_016094361.1.542352.542352	542352	542352	+	2.43E-17	6.32E-16	-31.85634328
NW_016094361.1	NW_016094361.1.542357.542357	542357	542357	+	4.41E-18	1.26E-16	-32.59154909
NW_016094361.1	NW_016094361.1.787225.787225	787225	787225	+	0.000000966	5.91E-06	-20.33646397
NW_016094361.1	NW_016094361.1.1059063.1059063	1059063	1059063	-	5.32E-35	9.51E-33	-49.54545455
NW_016094361.1	NW_016094361.1.1059109.1059109	1059109	1059109	-	5.21E-31	6.19E-29	-46.67789119
NW_016094361.1	NW_016094361.1.1059115.1059115	1059115	1059115	-	5.55E-45	2.43E-42	-55.84563785
NW_016094361.1	NW_016094361.1.1059137.1059137	1059137	1059137	-	5.75E-42	1.90E-39	-52.88344741
NW_016094361.1	NW_016094361.1.1135568.1135568	1135568	1135568	+	0.000000001	1.03E-08	22.50344901
NW_016094363.1	NW_016094363.1.611984.611984	611984	611984	-	4.60E-36	9.16E-34	-32.53773204
NW_016094364.1	NW_016094364.1.190593.190593	190593	190593	+	1.01E-21	4.34E-20	-21.46221629
NW_016094364.1	NW_016094364.1.881594.881594	881594	881594	-	3.25E-17	8.32E-16	-34.20602177
NW_016094364.1	NW_016094364.1.917958.917958	917958	917958	-	7.84E-06	4.01E-05	-21.54602782
NW_016094365.1	NW_016094365.1.370091.370091	370091	370091	-	2.45E-13	4.03E-12	-27.04514678
NW_016094365.1	NW_016094365.1.370133.370133	370133	370133	-	1.40E-31	1.76E-29	-41.01028471
NW_016094365.1	NW_016094365.1.370160.370160	370160	370160	-	6.04E-27	4.57E-25	-35.64443868
NW_016094365.1	NW_016094365.1.997357.997357	997357	997357	-	8.33E-06	4.24E-05	21.40446521
NW_016094365.1	NW_016094365.1.997360.997360	997360	997360	-	5.68E-06	2.99E-05	21.32670787
NW_016094365.1	NW_016094365.1.1198386.1198386	1198386	1198386	+	8.63E-16	1.88E-14	-20.93041237
NW_016094365.1	NW_016094365.1.1216440.1216440	1216440	1216440	-	2.67E-10	2.90E-09	-26.84687667
NW_016094366.1	NW_016094366.1.1081932.1081932	1081932	1081932	-	1.11E-16	2.70E-15	-29.29529468
NW_016094366.1	NW_016094366.1.1219143.1219143	1219143	1219143	-	1.36E-15	2.91E-14	23.77324891
NW_016094367.1	NW_016094367.1.186254.186254	186254	186254	+	2.36E-17	6.17E-16	-32.85245902
NW_016094367.1	NW_016094367.1.186269.186269	186269	186269	+	1.73E-15	3.66E-14	-31.89756306
NW_016094367.1	NW_016094367.1.186278.186278	186278	186278	+	1.05E-25	7.16E-24	-37.80135005
NW_016094367.1	NW_016094367.1.186290.186290	186290	186290	+	8.90E-18	2.45E-16	-35.02447708
NW_016094367.1	NW_016094367.1.186299.186299	186299	186299	+	0.000000002	1.92E-08	-21.13316791
NW_016094367.1	NW_016094367.1.186318.186318	186318	186318	+	6.84E-16	1.51E-14	-37.38536585
NW_016094367.1	NW_016094367.1.186324.186324	186324	186324	+	1.73E-22	8.23E-21	-39.74521396
NW_016094367.1	NW_016094367.1.868545.868545	868545	868545	+	2.84E-34	4.60E-32	-41.02568086
NW_016094367.1	NW_016094367.1.868563.868563	868563	868563	+	4.60E-34	7.35E-32	-43.590182
NW_016094367.1	NW_016094367.1.868614.868614	868614	868614	+	2.99E-19	9.75E-18	-32.22419929
NW_016094368.1	NW_016094368.1.92259.92259	92259	92259	-	6.12E-20	2.17E-18	-25.59952549
NW_016094368.1	NW_016094368.1.92262.92262	92262	92262	-	1.79E-28	1.64E-26	-31.53046243
NW_016094368.1	NW_016094368.1.92312.92312	92312	92312	-	3.05E-21	1.24E-19	-27.43908967
NW_016094368.1	NW_016094368.1.92329.92329	92329	92329	-	3.97E-17	1.01E-15	-22.90518077
NW_016094369.1	NW_016094369.1.305557.305557	305557	305557	+	5.08E-32	6.73E-30	-28.19761755
NW_016094369.1	NW_016094369.1.305572.305572	305572	305572	+	1.27E-34	2.17E-32	-30.85102975
NW_016094369.1	NW_016094369.1.305581.305581	305581	305581	+	2.41E-39	6.39E-37	-33.67495763
NW_016094369.1	NW_016094369.1.928588.928588	928588	928588	+	5.67E-13	8.92E-12	-29.59447172
NW_016094369.1	NW_016094369.1.928602.928602	928602	928602	+	1.49E-07	1.05E-06	-24.08424908
NW_016094370.1	NW_016094370.1.32922.32922	32922	32922	+	7.96E-10	8.09E-09	-22.00220832
NW_016094370.1	NW_016094370.1.122776.122776	122776	122776	+	8.84E-20	3.08E-18	-27.19668721
NW_016094370.1	NW_016094370.1.122832.122832	122832	122832	+	1.53E-15	3.26E-14	-24.86200601
NW_016094370.1	NW_016094370.1.583097.583097	583097	583097	-	3.16E-08	2.50E-07	-24.02385581
NW_016094370.1	NW_016094370.1.896899.896899	896899	896899	-	0.000149096	0.00056304	-20.41889084
NW_016094371.1	NW_016094371.1.934860.934860	934860	934860	-	3.91E-11	4.76E-10	-20.73988104
NW_016094371.1	NW_016094371.1.1089523.1089523	1089523	1089523	+	1.69E-09	1.63E-08	20.61594681
NW_016094372.1	NW_016094372.1.686737.686737	686737	686737	+	3.29E-27	2.56E-25	21.07242734
NW_016094372.1	NW_016094372.1.802602.802602	802602	802602	+	8.92E-21	3.46E-19	-26.06160048
NW_016094372.1	NW_016094372.1.802631.802631	802631	802631	+	7.16E-22	3.12E-20	-26.77325581
NW_016094375.1	NW_016094375.1.186901.186901	186901	186901	+	1.48E-18	4.47E-17	-23.61677005
NW_016094375.1	NW_016094375.1.186962.186962	186962	186962	+	7.66E-21	2.98E-19	-23.85399357
NW_016094376.1	NW_016094376.1.917192.917192	917192	917192	+	9.88E-12	1.31E-10	-20.48462437
NW_016094376.1	NW_016094376.1.970489.970489	970489	970489	+	6.12E-08	4.60E-07	-22.96632124
NW_016094377.1	NW_016094377.1.113378.113378	113378	113378	-	3.83E-08	2.98E-07	-21.17168546
NW_016094378.1	NW_016094378.1.309236.309236	309236	309236	-	1.36E-20	5.16E-19	-29.62408516
NW_016094378.1	NW_016094378.1.320217.320217	320217	320217	+	1.86E-19	6.23E-18	-23.68818681
NW_016094378.1	NW_016094378.1.337845.337845	337845	337845	+	8.39E-41	2.46E-38	-32.52379563
NW_016094378.1	NW_016094378.1.337912.337912	337912	337912	+	5.40E-15	1.07E-13	-22.50119021
NW_016094378.1	NW_016094378.1.898501.898501	898501	898501	+	5.74E-15	1.14E-13	-23.52397682
NW_016094380.1	NW_016094380.1.1019538.1019538	1019538	1019538	-	4.20E-17	1.06E-15	-23.32441097
NW_016094382.1	NW_016094382.1.961268.961268	961268	961268	-	7.52E-12	1.01E-10	-23.56886284
NW_016094382.1	NW_016094382.1.961315.961315	961315	961315	-	1.10E-28	1.02E-26	-26.98047263
NW_016094383.1	NW_016094383.1.122500.122500	122500	122500	-	3.39E-08	2.67E-07	-25.32588454
NW_016094383.1	NW_016094383.1.122532.122532	122532	122532	-	8.92E-12	1.19E-10	-30.51350369
NW_016094383.1	NW_016094383.1.790918.790918	790918	790918	+	2.30E-09	2.19E-08	-20.91144795
NW_016094384.1	NW_016094384.1.706849.706849	706849	706849	-	2.18E-11	2.76E-10	-26.32948361
NW_016094384.1	NW_016094384.1.788144.788144	788144	788144	+	0.00011067	0.000434118	-20.47151696
NW_016094386.1	NW_016094386.1.289531.289531	289531	289531	-	5.54E-27	4.22E-25	-23.31816675
NW_016094386.1	NW_016094386.1.663838.663838	663838	663838	-	3.45E-36	6.98E-34	-27.79727917
NW_016094387.1	NW_016094387.1.720926.720926	720926	720926	+	4.55E-23	2.30E-21	-25.50117948
NW_016094390.1	NW_016094390.1.17291.17291	17291	17291	+	4.10E-06	2.22E-05	21.12794613
NW_016094390.1	NW_016094390.1.56154.56154	56154	56154	+	6.12E-21	2.42E-19	-21.7487764
NW_016094393.1	NW_016094393.1.661338.661338	661338	661338	+	6.95E-22	3.03E-20	-26.60092045
NW_016094393.1	NW_016094393.1.661399.661399	661399	661399	+	5.97E-14	1.06E-12	-22.4785378
NW_016094393.1	NW_016094393.1.891716.891716	891716	891716	+	9.25E-36	1.81E-33	-40.8610921
NW_016094393.1	NW_016094393.1.891738.891738	891738	891738	+	1.94E-25	1.28E-23	-35.28772523
NW_016094393.1	NW_016094393.1.891767.891767	891767	891767	+	9.69E-24	5.26E-22	-36.16128444
NW_016094393.1	NW_016094393.1.891788.891788	891788	891788	+	7.02E-33	9.84E-31	-39.70222997
NW_016094393.1	NW_016094393.1.934510.934510	934510	934510	-	4.97E-16	1.12E-14	-31.69765986
NW_016094394.1	NW_016094394.1.42501.42501	42501	42501	+	1.43E-07	1.01E-06	20.83425618
